Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
7/8/19,2019,7,8,Monday,27,2019-27,297.01,298.26,296.22,296.82,45841800,277.2,-0.005494954,274.6064286,268.3968
7/9/19,2019,7,9,Tuesday,27,2019-27,295.54,297.52,295.48,297.19,41101300,277.55,0.001246576,275.0207143,268.494
7/10/19,2019,7,10,Wednesday,27,2019-27,298.37,299.66,297.78,298.61,58448500,278.87,0.004778217,275.4857143,268.609
7/11/19,2019,7,11,Thursday,27,2019-27,299.32,299.58,298.2,299.31,50826100,279.53,0.002344261,275.8114286,268.7344
7/12/19,2019,7,12,Friday,27,2019-27,299.85,300.73,299.51,300.65,40326000,280.78,0.004476672,276.255,268.926
7/15/19,2019,7,15,Monday,28,2019-28,301.13,301.13,300.19,300.75,33900000,280.87,0.000332808,276.7292857,269.131
7/16/19,2019,7,16,Tuesday,28,2019-28,300.65,300.88,299.44,299.78,36650100,279.96,-0.003225169,277.3307143,269.2648
7/17/19,2019,7,17,Wednesday,28,2019-28,299.75,299.93,297.74,297.74,36036300,278.06,-0.006805201,277.8157143,269.3832
7/18/19,2019,7,18,Thursday,28,2019-28,297.19,299.25,296.7,298.83,51392600,279.08,0.003660894,278.305,269.6128
7/19/19,2019,7,19,Friday,28,2019-28,300.04,300.07,296.98,297.17,58678600,277.53,-0.005555074,278.5835714,269.819
7/22/19,2019,7,22,Monday,29,2019-29,297.61,298.5,297.04,297.9,43638100,278.21,0.002456347,278.7328571,270.0548
7/23/19,2019,7,23,Tuesday,29,2019-29,299.14,300.03,298.22,300.03,44564500,280.2,0.007150136,278.9728571,270.3038
7/24/19,2019,7,24,Wednesday,29,2019-29,299.19,301.44,299.09,301.44,47213200,281.51,0.00469977,279.1485714,270.7134
7/25/19,2019,7,25,Thursday,29,2019-29,300.94,301,299.11,300,55394100,280.17,-0.004777193,279.2514286,271.049
7/26/19,2019,7,26,Friday,29,2019-29,300.76,302.23,300.62,302.01,45084100,282.05,0.006700219,279.5978571,271.3914
7/29/19,2019,7,29,Monday,30,2019-30,301.88,302.01,300.85,301.46,38126500,281.53,-0.001821121,279.8821429,271.6744
7/30/19,2019,7,30,Tuesday,30,2019-30,299.91,301.17,299.49,300.72,45849000,280.84,-0.002454777,280.0228571,271.9782
7/31/19,2019,7,31,Wednesday,30,2019-30,300.99,301.2,295.2,297.43,104245200,277.77,-0.010940241,279.8971429,272.2556
8/1/19,2019,8,1,Thursday,30,2019-30,297.6,300.87,293.96,294.84,142646600,275.35,-0.008707802,279.5092857,272.437
8/2/19,2019,8,2,Friday,30,2019-30,293.85,294.12,290.9,292.62,116749700,273.28,-0.007529902,278.9671429,272.5934
8/5/19,2019,8,5,Monday,31,2019-31,288.09,288.21,281.72,283.82,178745400,265.06,-0.030073076,277.9028571,272.6504
8/6/19,2019,8,6,Tuesday,31,2019-31,285.91,288.04,284.28,287.8,120711700,268.78,0.014022866,277.24,272.7698
8/7/19,2019,8,7,Wednesday,31,2019-31,284.4,288.82,282.04,287.97,140572300,268.93,0.000590763,276.515,272.941
8/8/19,2019,8,8,Thursday,31,2019-31,289.62,293.62,289.01,293.62,87713900,274.21,0.019620412,276.2778571,273.2528
8/9/19,2019,8,9,Friday,31,2019-31,292.58,293.24,289.65,291.62,93730000,272.34,-0.006811859,275.8585714,273.5132
8/12/19,2019,8,12,Monday,32,2019-32,289.96,291.61,287.02,288.07,65527600,269.03,-0.012173145,275.0607143,273.7772
8/13/19,2019,8,13,Tuesday,32,2019-32,287.74,294.15,287.36,292.55,94299800,273.21,0.015551442,274.4678571,274.1378
8/14/19,2019,8,14,Wednesday,32,2019-32,288.07,288.74,283.76,283.9,135622100,265.13,-0.029567352,273.3935714,274.226
8/15/19,2019,8,15,Thursday,32,2019-32,284.88,285.64,282.39,284.65,99556600,265.83,0.002641603,272.235,274.283
8/16/19,2019,8,16,Friday,32,2019-32,286.48,289.33,284.71,288.85,83018300,269.76,0.014755037,271.3942857,274.3844
8/19/19,2019,8,19,Monday,33,2019-33,292.19,293.08,291.44,292.33,53571800,273.01,0.012047444,270.835,274.4978
8/20/19,2019,8,20,Tuesday,33,2019-33,291.77,292.36,289.95,290.09,51596400,270.91,-0.007662301,270.345,274.5448
8/21/19,2019,8,21,Wednesday,33,2019-33,292.48,292.86,291.72,292.45,49524700,273.12,0.008135215,270.1857143,274.6372
8/22/19,2019,8,22,Thursday,33,2019-33,293.23,293.93,290.4,292.36,51666400,273.03,-0.00030739,270.1678571,274.7374
8/23/19,2019,8,23,Friday,33,2019-33,290.92,292.76,283.47,284.85,149161500,266.02,-0.025687623,270.2364286,274.6752
8/26/19,2019,8,26,Monday,34,2019-34,287.27,288,285.58,288,72423800,268.96,0.011058536,270.2492857,274.6778
8/27/19,2019,8,27,Tuesday,34,2019-34,289.54,289.95,286.03,286.87,66668900,267.91,-0.003923923,270.1764286,274.6574
8/28/19,2019,8,28,Wednesday,34,2019-34,286.14,289.07,285.25,288.89,59696700,269.79,0.00704163,269.8607143,274.6182
8/29/19,2019,8,29,Thursday,34,2019-34,291.72,293.16,290.61,292.58,57899400,273.24,0.012772877,269.925,274.6358
8/30/19,2019,8,30,Friday,34,2019-34,294.22,294.24,291.42,292.45,62901200,273.12,-0.000444294,270.2171429,274.5988
9/3/19,2019,9,3,Tuesday,35,2019-35,290.57,291.58,289.27,290.74,69101400,271.52,-0.005846886,270.0964286,274.5378
9/4/19,2019,9,4,Wednesday,35,2019-35,293.14,294.06,292.31,294.04,46887300,274.6,0.011350283,270.7728571,274.5452
9/5/19,2019,9,5,Thursday,35,2019-35,296.79,298.83,294,297.82,83258100,278.13,0.012855669,271.6514286,274.677
9/6/19,2019,9,6,Friday,35,2019-35,298.17,298.76,297.42,298.05,49584300,278.35,0.000772009,272.265,274.8186
9/9/19,2019,9,9,Monday,36,2019-36,299.14,299.24,297.16,298.2,51260300,278.49,0.000503348,272.6564286,274.9438
9/10/19,2019,9,10,Tuesday,36,2019-36,297.36,298.2,295.97,298.13,57947100,278.42,-0.000234946,273.1928571,275.0396
9/11/19,2019,9,11,Wednesday,36,2019-36,298.47,300.34,297.75,300.25,68821100,280.4,0.007110859,273.7128571,275.1252
9/12/19,2019,9,12,Thursday,36,2019-36,301.25,302.46,300.41,301.29,72908700,281.37,0.0034641,274.3085714,275.2158
9/13/19,2019,9,13,Friday,36,2019-36,301.78,302.17,300.68,301.09,62104800,281.19,-0.000663661,275.3921429,275.2586
9/16/19,2019,9,16,Monday,37,2019-37,299.84,301.14,299.45,300.16,58191200,280.32,-0.003088902,276.2035714,275.2904
9/17/19,2019,9,17,Tuesday,37,2019-37,299.94,301.02,299.75,300.92,41475500,281.03,0.002532145,277.1407143,275.367
9/18/19,2019,9,18,Wednesday,37,2019-37,300.49,301.22,298.24,301.1,73375800,281.2,0.000597801,277.9557143,275.44
9/19/19,2019,9,19,Thursday,37,2019-37,301.53,302.63,300.71,301.08,76560500,281.18,-6.64E-05,278.5228571,275.4862
9/20/19,2019,9,20,Friday,37,2019-37,300.36,300.67,297.41,298.28,89565000,279.85,-0.004724731,279.0035714,275.4926
9/23/19,2019,9,23,Monday,38,2019-38,297.55,299,297.27,298.21,43476800,279.78,-0.000234566,279.5935714,275.4726
9/24/19,2019,9,24,Tuesday,38,2019-38,299.41,299.84,294.81,295.87,94869400,277.59,-0.00784689,279.8071429,275.407
9/25/19,2019,9,25,Wednesday,38,2019-38,295.96,298.11,294.33,297.62,71854000,279.23,0.005914673,279.8857143,275.3924
9/26/19,2019,9,26,Thursday,38,2019-38,297.63,297.86,295.45,297,56179700,278.65,-0.00208321,279.9071429,275.4042
9/27/19,2019,9,27,Friday,38,2019-38,297.83,297.95,293.69,295.4,84746600,277.15,-0.005386845,279.8114286,275.3656
9/30/19,2019,9,30,Monday,39,2019-39,295.97,297.55,295.92,296.77,51662400,278.43,0.004637411,279.8121429,275.3836
10/1/19,2019,10,1,Tuesday,39,2019-39,297.74,298.46,293,293.24,88242400,275.12,-0.011894638,279.435,275.3218
10/2/19,2019,10,2,Wednesday,39,2019-39,291.5,291.51,286.64,288.06,122539500,270.26,-0.017664563,278.6414286,275.123
10/3/19,2019,10,3,Thursday,39,2019-39,287.81,290.45,284.82,290.42,85278800,272.48,0.008192826,278.0192857,274.9424
10/4/19,2019,10,4,Friday,39,2019-39,291.14,294.63,291.08,294.35,65091200,276.16,0.013531876,277.7221429,274.8622
10/7/19,2019,10,7,Monday,40,2019-40,293.47,295.26,292.77,293.08,59610500,274.97,-0.004314591,277.2892857,274.7206
10/8/19,2019,10,8,Tuesday,40,2019-40,291.04,291.85,288.49,288.53,95708100,270.7,-0.015524543,276.5392857,274.504
10/9/19,2019,10,9,Wednesday,40,2019-40,290.75,292.3,290.06,291.27,62359400,273.27,0.009496335,275.9742857,274.3526
10/10/19,2019,10,10,Thursday,40,2019-40,291.18,294.21,291,293.24,55296300,275.12,0.006763336,275.6364286,274.2996
10/11/19,2019,10,11,Friday,40,2019-40,296.27,298.74,296.14,296.28,98720400,277.97,0.010366973,275.5071429,274.352
10/14/19,2019,10,14,Monday,41,2019-41,295.93,296.67,295.57,295.95,40394800,277.66,-0.001113779,275.5121429,274.4396
10/15/19,2019,10,15,Tuesday,41,2019-41,297.1,299.7,296.97,298.88,46754500,280.41,0.009900112,275.5964286,274.7466
10/16/19,2019,10,16,Wednesday,41,2019-41,298.37,299.16,297.92,298.4,48928200,279.96,-0.001605801,275.69,274.9702
10/17/19,2019,10,17,Thursday,41,2019-41,299.68,300.24,298.52,299.28,45736600,280.79,0.002949049,275.95,275.2074
10/18/19,2019,10,18,Friday,41,2019-41,298.69,299.4,297.03,297.97,64304000,279.56,-0.004377092,276.0307143,275.3144
10/21/19,2019,10,21,Monday,42,2019-42,299.42,300.21,298.94,299.99,39048600,281.45,0.006779261,276.4828571,275.4966
10/22/19,2019,10,22,Tuesday,42,2019-42,300.58,300.9,298.91,299.01,48594700,280.53,-0.003267052,277.2164286,275.7266
10/23/19,2019,10,23,Wednesday,42,2019-42,298.73,299.94,298.5,299.88,34352200,281.35,0.002909746,277.85,275.8894
10/24/19,2019,10,24,Thursday,42,2019-42,300.91,301.07,299.46,300.37,35453100,281.81,0.001634071,278.2535714,276.223
10/25/19,2019,10,25,Friday,42,2019-42,299.74,302.2,299.68,301.6,45205400,282.96,0.004094811,278.8242857,276.5656
10/28/19,2019,10,28,Monday,43,2019-43,302.94,303.85,302.91,303.3,42147000,284.56,0.005636645,279.8142857,276.8616
10/29/19,2019,10,29,Tuesday,43,2019-43,303,304.23,302.86,303.21,44284900,284.48,-0.00029664,280.615,277.091
10/30/19,2019,10,30,Wednesday,43,2019-43,303.43,304.55,301.99,304.14,49643900,285.35,0.003066936,281.3457143,277.3798
10/31/19,2019,10,31,Thursday,43,2019-43,304.13,304.13,301.73,303.33,69053800,284.59,-0.002663132,281.8185714,277.6092
11/1/19,2019,11,1,Friday,43,2019-43,304.92,306.19,304.74,306.14,71141500,287.22,0.009263978,282.5014286,277.893
11/4/19,2019,11,4,Monday,44,2019-44,307.85,308,306.96,307.37,60606900,288.38,0.00401774,283.0707143,278.3402
11/5/19,2019,11,5,Tuesday,44,2019-44,307.59,307.92,306.71,307.03,42933200,288.06,-0.001106082,283.6492857,278.7222
11/6/19,2019,11,6,Wednesday,44,2019-44,307.03,307.4,306.06,307.1,46487100,288.12,0.000227987,284.1728571,279.1264
11/7/19,2019,11,7,Thursday,44,2019-44,308.57,309.65,307.66,308.18,54272300,289.14,0.003516581,284.8571429,279.5134
11/8/19,2019,11,8,Friday,44,2019-44,307.8,309,307.03,308.94,49032100,289.85,0.0024661,285.4571429,279.8456
11/11/19,2019,11,11,Monday,45,2019-45,307.42,308.54,307.27,308.35,35797300,289.3,-0.001909908,286.0835714,280.1692
11/12/19,2019,11,12,Tuesday,45,2019-45,308.75,309.99,308.15,309,46484600,289.91,0.002108295,286.695,280.537
11/13/19,2019,11,13,Wednesday,45,2019-45,307.91,309.54,307.66,309.1,53917700,290,0.00032359,287.28,280.845
11/14/19,2019,11,14,Thursday,45,2019-45,308.79,309.64,308.09,309.55,51219900,290.42,0.001455577,287.8128571,281.0908
11/15/19,2019,11,15,Friday,45,2019-45,311.02,311.84,310.26,311.79,62023600,292.52,0.007236521,288.3814286,281.3742
11/18/19,2019,11,18,Monday,46,2019-46,311.53,312.28,311.03,312.02,49228000,292.74,0.000737471,288.9714286,281.6592
11/19/19,2019,11,19,Tuesday,46,2019-46,312.68,312.69,311.22,311.93,67804700,292.66,-0.000288454,289.4935714,281.944
11/20/19,2019,11,20,Wednesday,46,2019-46,311.28,311.85,309.06,310.77,79406200,291.57,-0.003718759,289.9921429,282.1674
11/21/19,2019,11,21,Thursday,46,2019-46,310.89,311.01,309.39,310.27,54664700,291.1,-0.001608734,290.2692857,282.362
11/22/19,2019,11,22,Friday,46,2019-46,311.09,311.24,309.85,310.96,44850200,291.75,0.002223567,290.51,282.5732
11/25/19,2019,11,25,Monday,47,2019-47,311.98,313.37,311.98,313.37,48647200,294.01,0.007750365,290.935,282.847
11/26/19,2019,11,26,Tuesday,47,2019-47,313.41,314.28,313.06,314.08,37569000,294.67,0.002265822,291.4028571,283.1198
11/27/19,2019,11,27,Wednesday,47,2019-47,314.61,315.48,314.37,315.48,44444600,295.99,0.004457501,291.8921429,283.4156
11/29/19,2019,11,29,Friday,47,2019-47,314.86,315.13,314.06,314.31,36592700,294.89,-0.003708668,292.2521429,283.6898
12/2/19,2019,12,2,Monday,48,2019-48,314.59,314.66,311.17,311.64,75767800,292.38,-0.008495042,292.4721429,283.9404
12/3/19,2019,12,3,Tuesday,48,2019-48,308.65,309.64,307.13,309.55,73941700,290.42,-0.006706404,292.5085714,284.1532
12/4/19,2019,12,4,Wednesday,48,2019-48,310.7,312.12,310.32,311.46,49080000,292.22,0.006170277,292.6671429,284.4458
12/5/19,2019,12,5,Thursday,48,2019-48,312.23,312.25,310.58,312.02,40709000,292.74,0.001797957,292.8328571,284.716
12/6/19,2019,12,6,Friday,48,2019-48,314.12,315.31,314.11,314.87,48927000,295.41,0.009133986,293.0392857,285.0512
12/9/19,2019,12,9,Monday,49,2019-49,314.44,315.18,313.8,313.88,34838500,294.49,-0.003143652,293.1642857,285.398
12/10/19,2019,12,10,Tuesday,49,2019-49,313.82,314.55,312.81,313.53,52649800,294.16,-0.001115577,293.2714286,285.7126
12/11/19,2019,12,11,Wednesday,49,2019-49,314.03,314.7,313.44,314.42,53429100,294.99,0.002839107,293.5157143,286.11
12/12/19,2019,12,12,Thursday,49,2019-49,314.43,317.99,314.17,317.13,96389600,297.54,0.008619004,293.9757143,286.6556
12/13/19,2019,12,13,Friday,49,2019-49,316.87,318.67,316.02,317.32,81503900,297.71,0.000598997,294.4014286,287.1602
12/16/19,2019,12,16,Monday,50,2019-50,319.22,320.15,317.25,319.5,82749700,299.76,0.006869993,294.8121429,287.6322
12/17/19,2019,12,17,Tuesday,50,2019-50,319.92,320.25,319.48,319.57,61097700,299.82,0.000218987,295.18,288.1292
12/18/19,2019,12,18,Wednesday,50,2019-50,320,320.25,319.53,319.59,48133000,299.84,6.25E-05,295.455,288.712
12/19/19,2019,12,19,Thursday,50,2019-50,319.8,320.98,319.52,320.9,85310500,301.07,0.004099233,295.8964286,289.268
12/20/19,2019,12,20,Friday,50,2019-50,320.46,321.97,319.39,320.73,147142100,302.39,0.004384154,296.6114286,289.8134
12/23/19,2019,12,23,Monday,51,2019-51,321.59,321.65,321.06,321.22,52990000,302.85,0.001527534,297.4992857,290.311
12/24/19,2019,12,24,Tuesday,51,2019-51,321.47,321.52,320.9,321.23,20270000,302.86,3.11E-05,298.2592857,290.815
12/26/19,2019,12,26,Thursday,51,2019-51,321.65,322.95,321.64,322.94,30911200,304.48,0.005323438,299.0978571,291.2964
12/27/19,2019,12,27,Friday,51,2019-51,323.74,323.8,322.28,322.86,42528800,304.4,-0.000247869,299.74,291.7852
12/30/19,2019,12,30,Monday,52,2019-52,322.95,323.1,320.55,321.08,49729100,302.72,-0.005513012,300.3278571,292.2238
12/31/19,2019,12,31,Tuesday,52,2019-52,320.53,322.13,320.15,321.86,57077300,303.46,0.002429132,300.9921429,292.7018
1/2/20,2020,1,2,Thursday,0,2020-00,323.54,324.89,322.53,324.87,59151200,306.3,0.009351961,301.8,293.1988
1/3/20,2020,1,3,Friday,0,2020-00,321.16,323.64,321.1,322.41,77709700,303.98,-0.007572322,302.26,293.6678
1/6/20,2020,1,6,Monday,1,2020-01,320.49,323.73,320.36,323.64,55653900,305.14,0.0038151,302.7907143,294.1436
1/7/20,2020,1,7,Tuesday,1,2020-01,323.02,323.54,322.24,322.73,40496400,304.28,-0.00281177,303.1135714,294.593
1/8/20,2020,1,8,Wednesday,1,2020-01,322.94,325.78,322.67,324.45,68296000,305.9,0.005329686,303.5478571,295.0518
1/9/20,2020,1,9,Thursday,1,2020-01,326.16,326.73,325.52,326.65,48473300,307.97,0.006780923,304.1285714,295.52
1/10/20,2020,1,10,Friday,1,2020-01,327.29,327.46,325.2,325.71,53029300,307.09,-0.002878114,304.5585714,295.9722
1/13/20,2020,1,13,Monday,2,2020-02,326.39,327.96,325.92,327.95,47086800,309.2,0.006877325,305.045,296.4492
1/14/20,2020,1,14,Tuesday,2,2020-02,327.47,328.62,326.84,327.45,62832800,308.73,-0.001524699,305.465,296.932
1/15/20,2020,1,15,Wednesday,2,2020-02,327.35,329.02,327.26,328.19,72056600,309.43,0.002259996,305.9342857,297.3762
1/16/20,2020,1,16,Thursday,2,2020-02,329.7,330.92,329.45,330.92,54050300,312,0.008318562,306.4714286,297.8486
1/17/20,2020,1,17,Friday,2,2020-02,331.7,332.18,330.85,331.95,95846000,312.97,0.00311231,307.0835714,298.3468
1/21/20,2020,1,21,Tuesday,3,2020-03,330.9,332.18,330.82,331.3,77742400,312.36,-0.001958087,307.7721429,298.8316
1/22/20,2020,1,22,Wednesday,3,2020-03,332.24,332.95,331.17,331.34,48914900,312.4,0.00012066,308.4107143,299.2968
1/23/20,2020,1,23,Thursday,3,2020-03,330.63,332.17,329.41,331.72,51963000,312.75,0.001146771,308.8714286,299.7548
1/24/20,2020,1,24,Friday,3,2020-03,332.44,332.53,327.36,328.77,87578400,309.97,-0.008892882,309.2992857,300.1682
1/27/20,2020,1,27,Monday,4,2020-04,323.03,325.12,322.66,323.5,84062500,305,-0.016029462,309.2892857,300.47
1/28/20,2020,1,28,Tuesday,4,2020-04,325.06,327.85,323.6,326.89,63834000,308.2,0.010479012,309.5692857,300.834
1/29/20,2020,1,29,Wednesday,4,2020-04,328.38,328.63,326.4,326.62,53888900,307.95,-0.000825817,309.7157143,301.1846
1/30/20,2020,1,30,Thursday,4,2020-04,324.36,327.91,323.54,327.68,75491800,308.94,0.00324525,309.785,301.513
1/31/20,2020,1,31,Friday,4,2020-04,327,327.17,320.73,321.73,113845600,303.33,-0.018157759,309.5164286,301.7248
2/3/20,2020,2,3,Monday,5,2020-05,323.35,326.16,323.22,324.12,69083000,305.59,0.007428411,309.2585714,301.9834
2/4/20,2020,2,4,Tuesday,5,2020-05,328.07,330.01,327.72,329.06,62573200,310.25,0.015241206,309.3671429,302.357
2/5/20,2020,2,5,Wednesday,5,2020-05,332.27,333.09,330.67,332.86,65951100,313.83,0.011548249,309.6814286,302.8116
2/6/20,2020,2,6,Thursday,5,2020-05,333.91,334.19,332.8,333.98,50359700,314.88,0.0033647,309.8871429,303.2742
2/7/20,2020,2,7,Friday,5,2020-05,332.82,333.99,331.6,332.2,64139400,313.21,-0.005329647,309.9042857,303.6582
2/10/20,2020,2,10,Monday,6,2020-06,331.23,334.75,331.19,334.68,42070000,315.54,0.007465259,310.1314286,304.0756
2/11/20,2020,2,11,Tuesday,6,2020-06,336.16,337.02,334.68,335.26,54864500,316.09,0.001733019,310.395,304.4776
2/12/20,2020,2,12,Wednesday,6,2020-06,336.83,337.65,336.43,337.42,43992700,318.13,0.006442855,310.7792857,304.9424
2/13/20,2020,2,13,Thursday,6,2020-06,335.86,338.12,335.56,337.06,54501900,317.79,-0.001067015,311.3378571,305.4506
2/14/20,2020,2,14,Friday,6,2020-06,337.51,337.73,336.2,337.6,64582200,318.3,0.001602184,312.2878571,306.0082
2/18/20,2020,2,18,Tuesday,7,2020-07,336.51,337.67,335.21,336.73,57226200,317.48,-0.002576901,312.9507143,306.5134
2/19/20,2020,2,19,Wednesday,7,2020-07,337.79,339.08,337.48,338.34,48814700,319,0.00478127,313.74,307.0386
2/20/20,2020,2,20,Thursday,7,2020-07,337.74,338.64,333.68,336.95,74163400,317.68,-0.00410836,314.3642857,307.484
2/21/20,2020,2,21,Friday,7,2020-07,335.47,335.81,332.58,333.48,113788200,314.41,-0.010298285,315.1557143,307.8824
2/24/20,2020,2,24,Monday,8,2020-08,323.14,333.56,321.24,322.42,161088400,303.99,-0.033165723,315.0414286,308.079
2/25/20,2020,2,25,Tuesday,8,2020-08,323.94,324.61,311.69,312.65,218913200,294.77,-0.030301911,313.9357143,308.0746
2/26/20,2020,2,26,Wednesday,8,2020-08,314.18,318.11,310.7,311.5,194773800,293.69,-0.003678273,312.4971429,307.9976
2/27/20,2020,2,27,Thursday,8,2020-08,305.46,311.56,297.51,297.51,284353500,280.5,-0.044911464,310.0414286,307.6534
2/28/20,2020,2,28,Friday,8,2020-08,288.7,297.89,285.54,296.26,384975800,279.32,-0.004201857,307.6207143,307.2446
3/2/20,2020,3,2,Monday,9,2020-09,298.21,309.16,294.46,309.09,238703600,291.42,0.043306681,305.8978571,307.0766
3/3/20,2020,3,3,Tuesday,9,2020-09,309.5,313.84,297.57,300.24,300139100,283.07,-0.028632233,303.5392857,306.7412
3/4/20,2020,3,4,Wednesday,9,2020-09,306.12,313.1,303.33,312.86,176613400,294.97,0.042032809,301.885,306.6192
3/5/20,2020,3,5,Thursday,9,2020-09,304.98,308.47,300.01,302.46,186366800,285.17,-0.033241565,299.555,306.2748
3/6/20,2020,3,6,Friday,9,2020-09,293.15,298.78,290.23,297.46,228667200,280.45,-0.016531292,296.8514286,305.8268
3/9/20,2020,3,9,Monday,10,2020-10,275.3,284.19,273.45,274.23,309417300,258.55,-0.078094292,292.6421429,304.9406
3/10/20,2020,3,10,Tuesday,10,2020-10,284.64,288.52,273.5,288.42,276444100,271.93,0.051744832,289.28,304.2896
3/11/20,2020,3,11,Wednesday,10,2020-10,280.7,281.94,270.88,274.36,255316300,258.67,-0.048748561,285.065,303.375
3/12/20,2020,3,12,Thursday,10,2020-10,256,266.66,247.68,248.11,392220700,233.92,-0.095677097,279.3157143,301.999
3/13/20,2020,3,13,Friday,10,2020-10,263.09,271.48,248.52,269.32,329566100,253.92,0.085486342,275.7392857,301.0082
3/16/20,2020,3,16,Monday,11,2020-11,241.18,256.9,237.36,239.85,297240000,226.14,-0.109423879,270.8371429,299.405
3/17/20,2020,3,17,Tuesday,11,2020-11,245.04,256.17,237.07,252.8,262070500,238.35,0.053992117,266.8842857,298.0924
3/18/20,2020,3,18,Wednesday,11,2020-11,236.25,248.37,228.02,240,327597100,226.28,-0.050632839,263.0114286,296.5152
3/19/20,2020,3,19,Thursday,11,2020-11,239.25,247.38,232.22,240.51,289322000,226.76,0.002124842,259.2571429,294.9648
3/20/20,2020,3,20,Friday,11,2020-11,242.53,244.47,228.5,228.8,347158800,216.99,-0.0430941,253.9407143,293.1866
3/23/20,2020,3,23,Monday,12,2020-12,228.19,229.68,218.26,222.95,326025200,211.44,-0.025568063,248.8242857,291.256
3/24/20,2020,3,24,Tuesday,12,2020-12,234.42,244.1,233.8,243.15,235494500,230.6,0.090603223,244.2264286,289.7262
3/25/20,2020,3,25,Wednesday,12,2020-12,244.87,256.35,239.75,246.79,299430300,234.05,0.014970102,240.575,288.2232
3/26/20,2020,3,26,Thursday,12,2020-12,249.52,262.8,249.05,261.2,257632800,247.71,0.05838979,238.2364286,287.0028
3/27/20,2020,3,27,Friday,12,2020-12,253.27,260.81,251.05,253.42,224341200,240.34,-0.02978557,236.9357143,285.621
3/30/20,2020,3,30,Monday,13,2020-13,255.7,262.43,253.53,261.65,171369500,248.14,0.032475598,235.2364286,284.3438
3/31/20,2020,3,31,Tuesday,13,2020-13,260.56,263.33,256.22,257.75,194881100,244.44,-0.014905237,234.22,282.9732
4/1/20,2020,4,1,Wednesday,13,2020-13,247.98,257.66,243.9,246.15,189554600,233.44,-0.045005021,234.1857143,281.3948
4/2/20,2020,4,2,Thursday,13,2020-13,245.19,252.68,244.59,251.83,177660400,238.83,0.02307557,233.1078571,279.9234
4/3/20,2020,4,3,Friday,13,2020-13,250.76,253.32,245.22,248.19,135561200,235.38,-0.01445418,233.7678571,278.376
4/6/20,2020,4,6,Monday,14,2020-14,257.84,267,248.17,264.86,188061200,251.18,0.067166006,234.6842857,277.2002
4/7/20,2020,4,7,Tuesday,14,2020-14,274.21,275.03,264.89,265.13,201427200,251.44,0.001019461,236.4814286,276.129
4/8/20,2020,4,8,Wednesday,14,2020-14,267.96,276,265.25,274.03,153774500,259.88,0.033568556,238.8471429,275.1626
4/9/20,2020,4,9,Thursday,14,2020-14,277.58,281.2,275.47,278.2,189999200,263.84,0.015217258,242.1935714,274.2804
4/13/20,2020,4,13,Monday,15,2020-15,277.14,277.51,271.41,275.66,114839100,261.43,-0.00913008,245.7642857,273.3302
4/14/20,2020,4,14,Tuesday,15,2020-15,280.98,284.9,275.51,283.79,134143400,269.14,0.029492861,248.5171429,272.6464
4/15/20,2020,4,15,Wednesday,15,2020-15,277.57,283.94,275.46,277.76,121775000,263.42,-0.021248212,250.615,271.803
4/16/20,2020,4,16,Thursday,15,2020-15,279.15,280.03,275.76,279.1,131798300,264.69,0.004824423,251.8278571,270.8918
4/17/20,2020,4,17,Friday,15,2020-15,285.38,287.3,282.4,286.64,146684800,271.84,0.027015289,254.0778571,270.052
4/20/20,2020,4,20,Monday,16,2020-16,282.61,286.79,281.35,281.59,100109300,267.05,-0.017617868,255.4285714,269.0954
4/21/20,2020,4,21,Tuesday,16,2020-16,276.73,278.04,272.02,273.04,126385700,258.94,-0.030363192,256.4642857,268.01
4/22/20,2020,4,22,Wednesday,16,2020-16,278.35,281,276.91,279.1,92951600,264.69,0.022194508,258.6964286,266.993
4/23/20,2020,4,23,Thursday,16,2020-16,280.49,283.94,278.75,279.08,104709700,264.67,-7.18E-05,260.5421429,265.9646
4/24/20,2020,4,24,Friday,16,2020-16,280.73,283.7,278.5,282.97,85063200,268.36,0.013938756,262.8978571,264.9692
4/27/20,2020,4,27,Monday,17,2020-17,285.12,288.27,284.62,287.05,77896600,272.23,0.014418421,264.4014286,264.058
4/28/20,2020,4,28,Tuesday,17,2020-17,291.02,291.4,285.4,285.73,105270000,270.98,-0.004598447,265.7971429,263.1116
4/29/20,2020,4,29,Wednesday,17,2020-17,291.53,294.88,290.41,293.21,118745600,278.07,0.026178398,267.0964286,262.3234
4/30/20,2020,4,30,Thursday,17,2020-17,291.71,293.32,288.59,290.48,122901700,275.48,-0.009310753,267.9278571,261.453
5/1/20,2020,5,1,Friday,17,2020-17,285.31,290.66,281.52,282.79,125180000,268.19,-0.02647316,268.4107143,260.4632
5/4/20,2020,5,4,Monday,18,2020-18,280.74,283.9,279.13,283.57,80873200,268.93,0.002757959,268.3957143,259.5536
5/5/20,2020,5,5,Tuesday,18,2020-18,286.64,289.25,283.71,286.19,79569900,271.41,0.009239405,268.9664286,258.902
5/6/20,2020,5,6,Wednesday,18,2020-18,288.04,288.46,283.78,284.25,73632600,269.57,-0.006778412,269.315,258.398
5/7/20,2020,5,7,Thursday,18,2020-18,287.75,289.78,287.13,287.68,75250400,272.83,0.012066487,269.3857143,257.9808
